Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
MudPIT,MudPIT is a method for rapid and large-scale protein identification by multidimensional liquid chromatography associated with tandem mass spectrometry,,,,,assay,,http://purl.obolibrary.org/obo/MI_0658,,string,experimentalData
nextGenerationTargetedSequencing,A type of next generation sequencing in which specific genes or portions of genes are targeted for sequencing using amplicon-based workflow.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C130177,,string,experimentalData
Nightingale NMR,Nuclear Magnetic Resonance (NMR) spectroscopy is a quantitative analytical tool commonly utilized for metabolomics analysis. Quantitative NMR (qNMR) is a field of NMR spectroscopy dedicated to the measurement of analytes through signal intensity and its linear relationship with analyte concentration. The Nightingale Health NMR platform uses this tool for their metabolomics assay.,,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7662776/,,string,experimentalData
NOMe-Seq,Nucleosome Occupancy and Methylome Sequencing,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C106053,,string,experimentalData
novelty response behavior,"Behavior related to the exploration/investigation of a novel object, situation or environment.",,,,,assay,,http://purl.obolibrary.org/obo/NBO_0000086,,string,experimentalData
open field test,"A test utilizing an enclosure consisting of a single area bordered by clear or opaque walls, used to measure movement, exploratory behavior, etc of an experimental subject.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000258,,string,experimentalData
oxBS-Seq,Oxidative bisulfite sequencing (oxBS-Seq) to map 5-methylcytosine and 5-hydroxymethylcytosine,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0008840,,string,experimentalData
pharmacodynamics,"The study of the biochemical and physiological effects of drugs and the mechanisms of their actions, including the correlation of actions and effects of drugs with their chemical structure, also, such effects on the actions of a particular drug or drugs.",,,,,assay,,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15720,,string,experimentalData
pharmacokinetics,"The characteristic movements of drugs within biological systems, as affected by absorption, distribution, binding, elimination, biotransformation, and excretion; particularly the rates of such movements.",,,,,assay,,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C15299,,string,experimentalData
photograph,An image recorded by a camera.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C86035,,string,experimentalData
polymeraseChainReaction,"A rapid technique for in vitro amplification of specific DNA or RNA sequences, allowing small quantities of short sequences to be analyzed without cloning",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000459,,string,experimentalData
Positron Emission Tomography,A technique for measuring the gamma radiation produced by collisions of electrons and positrons (anti-electrons) within living tissue.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C17007,,string,experimentalData
proximity extension assay,"An immunoassay based on pairs of antibodies that are linked to oligonucleotides having slight affinity to one another (proximity extension assay (PEA) probes). Upon target binding the probes are brought in proximity, and the two oligonucleotides are extended by a DNA polymerase forming a new sequence that now acts as a unique surrogate marker for the specific antigen. This sequence is typically quantified by quantitative real-time PCR (qPCR), where the number of PCR templates formed is proportional to the initial concentration of antigen in the sample.",,,,,assay,,https://doi.org/10.1371/journal.pone.0095192,,string,experimentalData
questionnaire,"A document with a set of printed or written questions with a choice of answers, devised for the purposes of a survey or statistical study.",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001000,,string,experimentalData
Rader Lipidomics,"The total cholesterol and total triglyceride assays are manufactured by Roche Diagnostics and utilize an enzymatic colorimetric method.  The HDL C assay is also manufactured by Roche but utilizes a homogeneous enzymatic-colorimetric method. The ApoA1 assay from Roche employs an immunoturbidimetric method, as does the ApoE assay from Kamiya Biomedical.",,,,,assay,,https://diagnostics.roche.com/,,string,experimentalData
Real Time PCR,An application of PCR that measures the products generated during each cycle of the polymerase chain reaction process in order to determine the starting amount of template in the reaction.,,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C51962,,string,experimentalData
Ribo-Seq,Ribosome profiling (Ribo-Seq).,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0008891,,string,experimentalData
rnaArray,RNA measurements captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001463,,string,experimentalData
rnaSeq,RNA Sequencing measurements,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001271,,string,experimentalData
rotarod performance test,"A method that utilizes a device consisting of a rotating rod the speed of which is mechanically driven and precisely controlled, for instance held constant or accelerated. The rotarod test is often used to measure riding time or endurance in order to evaluate balance, motor coordination or grip strength.",,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000567,,string,experimentalData
RPPA,Reverse phase protein array (RPPA) is a an assay that measures multiple protein expression levels in a large number of biological samples simultaneously using high quality antibodies,,,,,assay,,http://www.bioassayontology.org/bao#BAO_0010030,,string,experimentalData
sandwich ELISA,"The sandwich ELISA measures the amount of antigen between two layers of antibodies. The antigens to be measured must contain at least two antigenic sites, capable of binding to antibody, since at least two antibodies act in the sandwich. So sandwich assays are restricted to the quantitation of multivalent antigens such as proteins or polysaccharides. Sandwich ELISAs for quantitation of antigens are especially valuable when the concentration of antigens is low and/or they are contained in high concentrations of contaminating protein.",,,,,assay,,https://www.ebi.ac.uk/ols/ontologies/bao/terms?iri=http%3A%2F%2Fwww.bioassayontology.org%2Fbao%23BAO_0002421,,string,experimentalData
Sanger sequencing,"A DNA sequencing technique in which a mixture of deoxynucleosidetriphosphates (dNTPs) and chain-terminating dNTPs, which are radioactively or fluorescently labeled, are combined within the reaction mixture. Once the reaction is complete, the DNA strands are separated by size, and the labeled chain terminating dNTPs can be read in sequence by the investigator or by a machine.",,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C19641,,string,experimentalData
scale,An instrument or machine for weighing.,,,,,assay,,http://purl.obolibrary.org/obo/MMO_0000217,,string,experimentalData
scATACSeq,A method for detecting the accessible chromatin in individual cells by transposase-accessible chromatin sequencing assay.,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0010891,,string,experimentalData
scCGIseq,"A method for genome-wide CpG island (CGI) methylation sequencing for single cells (scCGI-seq), combining methylation-sensitive restriction enzyme digestion and multiple displacement amplification for selective detection of methylated CGIs",,,,,assay,,https://www.ncbi.nlm.nih.gov/pubmed/28126923,,string,experimentalData
scirnaSeq,The sci-RNA-seq uses the combinatorial indexing to identify single cells without single cell isolation. Two-level indexing (RT barcode + PCR barcodes (i5 + i7)) or three-level indexing (RT barcode + PCR barcodes (i5 + i7) + Tn5 barcodes) can be used. Three-level indexing is a bit more difficult since you need to assemble many indexed Tn5 transposomes.,,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0010550,,string,experimentalData
scrnaSeq,"Single cell sequencing examines the sequence information from individual cells with optimized next generation sequencing (NGS) technologies, providing a higher resolution of cellular differences and a better understanding of the function of an individual cell in the context of its microenvironment.",,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0007832,,string,experimentalData
scwholeGenomeSeq,"Single cell sequencing examines the sequence information from individual cells with optimized next generation sequencing (NGS) technologies, providing a higher resolution of cellulare differences and a better understanding of the function of an individual cell in the context of its microenvironment",,,,,assay,,https://doi.org/10.1016/j.molcel.2015.05.005,,string,experimentalData
SiMoA,A type of enzyme-linked immunoassay in which single molecules can be detected through the use of femtomolar-sized reaction chambers and an excess of fluorescently labeled antibody-bound beads. [def-source: NCI],,,,,assay,,http://purl.obolibrary.org/obo/NCIT_C161406,,string,experimentalData
snATACSeq,"An ATAC-seq assay in which single nuclei are isolated from frozen tissue samples, through a protocol designed to maximally preserve nucleus integrity during sample processing and optimize transposase-mediated fragmentation of chromatin in individual nuclei.",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002762,,string,experimentalData
snpArray,SNP measurements captured by array technology,,,,,assay,,http://purl.obolibrary.org/obo/OBI_0001204,,string,experimentalData
snrnaSeq,"Single nucleus RNA sequencing examines the sequence information from individual nuclei with optimized next generation sequencing (NGS) technologies. This allows the RNA-seq profiling of cell types that are more vulnerable to the tissue dissociation process, and that are therefore underrepresented in the final data set in single cell sequencing.",,,,,assay,,http://www.ebi.ac.uk/efo/EFO_0009809,,string,experimentalData
spontaneous alternation,The spontaneous alternation protocol is used to assess spatial working memory in mice.,,,,,assay,,https://doi.org/10.1002/cpmo.45,,string,experimentalData
STARRSeq,"An RNA-seq assay that identifies the sequences that act as transcriptional enhancers in a direct, quantitative, and genome-wide manner from sheared genomic DNA",,,,,assay,,http://purl.obolibrary.org/obo/OBI_0002041,,string,experimentalData
TMT quantitation,"An isobaric labeling technique that uses tags containing four regions with the same total molecular weights and structure, so that during chromatographic or electrophoretic separation and in single MS mode, molecules labelled with different tags are indistinguishable.",,,,,assay,,https://www.ebi.ac.uk/ols/ontologies/ero/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FERO_0002175,,string,experimentalData
tractionForceMicroscopy,An experimental method for determining the tractions on the surface of a biological cell by obtaining measurements of the surrounding displacement field within an in vitro extracellular matrix (ECM),,,,,assay,,https://en.wikipedia.org/wiki/Traction_force_microscopy,,string,experimentalData
UC Davis GCTOF,Gas Chromatography Time of Flight Mass Spectrometry,,,,,assay,,https://www.metabolomics.ucdavis.edu/,,string,experimentalData
UCSD Untargeted Metabolomics,"Untargeted metabolomics performed at the Pieter Dorrestein lab, UCSD.",,,,,assay,,https://dorresteinlab.ucsd.edu/in-the-news,,string,experimentalData
UPLC-ESI-QTOF-MS,Ultra-Performance Liquid Chromatography Electro-Spray Ionization-Quadrupole-Time of Flight-Mass Spectrometry,,,,,assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5360460/,,string,experimentalData
UPLC-MSMS,Ultra performance liquid chromatography - tandem mass spectrometer.,,,,,assay,,https://www.wur.nl/en/show/Ultra-performance-liquid-chromatography-tandem-mass-spectrometer-UPLCMSMS.htm,,string,experimentalData
